,name,currency_code,local_price,dollar_ex,date
1534,Euro area,EUR,4.12,0.899159286,2020-01-14
1535,Finland,EUR,4.83,0.899159286,2020-01-14
1536,France,EUR,4.2,0.899159286,2020-01-14
1537,Britain,GBP,3.39,0.76866905,2020-01-14
1538,Greece,EUR,3.3,0.899159286,2020-01-14
1539,Guatemala,GTQ,25.0,7.7063,2020-01-14
1540,Hong Kong,HKD,20.5,7.77535,2020-01-14
1541,Honduras,HNL,87.0,24.6548,2020-01-14
1542,Croatia,HRK,22.0,6.6965,2020-01-14
1543,Hungary,HUF,900.0,298.7502,2020-01-14
1544,Indonesia,IDR,33000.0,13670.0,2020-01-14
1545,India,INR,188.0,70.87815,2020-01-14
1546,Ireland,EUR,4.2,0.899159286,2020-01-14
1547,Israel,ILS,17.0,3.4595,2020-01-14
1548,Italy,EUR,4.3,0.899159286,2020-01-14
1549,Jordan,JOD,2.3,0.709,2020-01-14
1550,Japan,JPY,390.0,110.04,2020-01-14
1551,South Korea,KRW,4500.0,1156.1,2020-01-14
1552,Kuwait,KWD,1.1,0.3034,2020-01-14
1553,Lebanon,LBP,6500.0,1514.0,2020-01-14
1554,Sri Lanka,LKR,580.0,181.45,2020-01-14
1555,Lithuania,EUR,2.85,0.899159286,2020-01-14
1556,Latvia,EUR,2.85,0.899159286,2020-01-14
1557,Moldova,MDL,45.0,17.42,2020-01-14
1558,Mexico,MXN,50.0,18.8205,2020-01-14
1559,Malaysia,MYR,9.5,4.0745,2020-01-14
1560,Nicaragua,NIO,120.0,33.8763,2020-01-14
1561,Netherlands,EUR,4.09,0.899159286,2020-01-14
1562,Norway,NOK,53.0,8.87515,2020-01-14
1563,New Zealand,NZD,6.5,1.513546239,2020-01-14
1564,Oman,OMR,1.155,0.38505,2020-01-14
1565,Pakistan,PKR,520.0,154.875,2020-01-14
1566,Peru,PEN,11.9,3.3276,2020-01-14
1567,Philippines,PHP,142.0,50.58,2020-01-14
1568,Poland,PLN,11.0,3.7966,2020-01-14
1569,Portugal,EUR,3.25,0.899159286,2020-01-14
1570,Qatar,QAR,13.0,3.641,2020-01-14
1571,Romania,RON,9.5,4.2982,2020-01-14
1572,Russia,RUB,135.0,61.4325,2020-01-14
1573,Saudi Arabia,SAR,13.0,3.7518,2020-01-14
1574,Singapore,SGD,5.9,1.34715,2020-01-14
1575,Slovakia,EUR,3.4,0.899159286,2020-01-14
1576,Slovenia,EUR,2.4,0.899159286,2020-01-14
1577,Sweden,SEK,51.5,9.4591,2020-01-14
1578,Thailand,THB,115.0,30.2775,2020-01-14
1579,Turkey,TRY,12.99,5.88025,2020-01-14
1580,Taiwan,TWD,72.0,29.8845,2020-01-14
1581,Ukraine,UAH,57.0,23.99,2020-01-14
1582,Uruguay,UYU,179.0,37.435,2020-01-14
1583,United States,USD,4.82,1.0,2020-01-14
1584,Vietnam,VND,66000.0,23176.0,2020-01-14
1585,South Africa,ZAR,31.0,14.391,2020-01-14
1586,United Arab Emirates,AED,14.75,3.67295,2020-07-01
1587,Argentina,ARS,250.0,71.24065,2020-07-01
1588,Australia,AUD,6.55,1.430615165,2020-07-01
1589,Austria,EUR,3.86,0.879623521,2020-07-01
1590,Azerbaijan,AZN,3.95,1.699,2020-07-01
1591,Belgium,EUR,4.35,0.879623521,2020-07-01
1592,Bahrain,BHD,1.4,0.37705,2020-07-01
1593,Brazil,BRL,20.9,5.34045,2020-07-01
1594,Canada,CAD,6.88,1.3552,2020-07-01
1595,Switzerland,CHF,6.5,0.94125,2020-07-01
1596,Chile,CLP,2740.0,787.7,2020-07-01
1597,China,CNY,21.7,7.0035,2020-07-01
1598,Colombia,COP,11900.0,3617.01,2020-07-01
1599,Costa Rica,CRC,2350.0,581.825,2020-07-01
1600,Czech Republic,CZK,89.0,23.4134,2020-07-01
1601,Germany,EUR,4.45,0.879623521,2020-07-01
1602,Denmark,DKK,30.0,6.54935,2020-07-01
1603,Egypt,EGP,42.0,15.95,2020-07-01
1604,Spain,EUR,4.1,0.879623521,2020-07-01
1605,Estonia,EUR,3.2,0.879623521,2020-07-01
1606,Euro area,EUR,4.21,0.879623521,2020-07-01
1607,Finland,EUR,4.88,0.879623521,2020-07-01
1608,France,EUR,4.2,0.879623521,2020-07-01
1609,Britain,GBP,3.39,0.79255003,2020-07-01
1610,Greece,EUR,3.3,0.879623521,2020-07-01
1611,Guatemala,GTQ,25.0,7.693,2020-07-01
1612,Hong Kong,HKD,20.5,7.75095,2020-07-01
1613,Honduras,HNL,87.0,24.6907,2020-07-01
1614,Croatia,HRK,22.0,6.6272,2020-07-01
1615,Hungary,HUF,900.0,311.37795,2020-07-01
1616,Indonesia,IDR,34000.0,14435.0,2020-07-01
1617,India,INR,190.0,75.1975,2020-07-01
1618,Ireland,EUR,4.3,0.879623521,2020-07-01
1619,Israel,ILS,17.0,3.4367,2020-07-01
1620,Italy,EUR,4.3,0.879623521,2020-07-01
1621,Jordan,JOD,2.3,0.709,2020-07-01
1622,Japan,JPY,390.0,107.275,2020-07-01
1623,South Korea,KRW,4500.0,1200.95,2020-07-01
1624,Kuwait,KWD,1.15,0.3078,2020-07-01
1625,Lebanon,LBP,9000.0,1512.0,2020-07-01
1626,Sri Lanka,LKR,680.0,185.85,2020-07-01
1627,Lithuania,EUR,2.85,0.879623521,2020-07-01
1628,Latvia,EUR,2.85,0.879623521,2020-07-01
1629,Moldova,MDL,47.0,17.075,2020-07-01
1630,Mexico,MXN,50.0,22.436,2020-07-01
1631,Malaysia,MYR,9.99,4.2655,2020-07-01
1632,Nicaragua,NIO,120.0,34.3752,2020-07-01
1633,Netherlands,EUR,4.09,0.879623521,2020-07-01
1634,Norway,NOK,52.0,9.37105,2020-07-01
1635,New Zealand,NZD,6.6,1.51779616,2020-07-01
1636,Oman,OMR,1.1,0.385,2020-07-01
1637,Pakistan,PKR,550.0,166.5,2020-07-01
1638,Peru,PEN,11.9,3.4973,2020-07-01
1639,Philippines,PHP,142.0,49.426,2020-07-01
1640,Poland,PLN,11.0,3.94345,2020-07-01
1641,Portugal,EUR,3.45,0.879623521,2020-07-01
1642,Qatar,QAR,13.0,3.641,2020-07-01
1643,Romania,RON,9.9,4.26005,2020-07-01
1644,Russia,RUB,135.0,70.585,2020-07-01
1645,Saudi Arabia,SAR,14.0,3.75105,2020-07-01
1646,Singapore,SGD,5.9,1.3876,2020-07-01
1647,Slovakia,EUR,3.6,0.879623521,2020-07-01
1648,Slovenia,EUR,2.5,0.879623521,2020-07-01
1649,Sweden,SEK,52.6,9.1384,2020-07-01
1650,Thailand,THB,128.0,31.385,2020-07-01
1651,Turkey,TRY,13.99,6.8595,2020-07-01
1652,Taiwan,TWD,72.0,29.4565,2020-07-01
1653,Ukraine,UAH,59.0,27.13,2020-07-01
1654,Uruguay,UYU,189.0,43.675,2020-07-01
1655,United States,USD,4.82,1.0,2020-07-01
1656,Vietnam,VND,66000.0,23180.0,2020-07-01
1657,South Africa,ZAR,31.0,16.6725,2020-07-01
1658,United Arab Emirates,AED,14.75,3.67315,2021-01-01
1659,Argentina,ARS,320.0,85.3736,2021-01-01
1660,Australia,AUD,6.48,1.299967501,2021-01-01
1661,Austria,EUR,3.88,0.823011399,2021-01-01
1662,Azerbaijan,AZN,3.95,1.699,2021-01-01
1663,Belgium,EUR,4.35,0.823011399,2021-01-01
1664,Bahrain,BHD,1.5,0.377,2021-01-01
1665,Brazil,BRL,21.9,5.5046,2021-01-01
1666,Canada,CAD,6.77,1.2803,2021-01-01
1667,Switzerland,CHF,6.5,0.89155,2021-01-01
1668,Chile,CLP,2940.0,719.425,2021-01-01
1669,China,CNY,22.4,6.4751,2021-01-01
1670,Colombia,COP,12950.0,3460.5,2021-01-01
1671,Costa Rica,CRC,2350.0,613.77,2021-01-01
1672,Czech Republic,CZK,89.0,21.5909,2021-01-01
1673,Germany,EUR,4.46,0.823011399,2021-01-01
1674,Denmark,DKK,30.0,6.12065,2021-01-01
1675,Egypt,EGP,42.5,15.64,2021-01-01
1676,Spain,EUR,4.33,0.823011399,2021-01-01
1677,Estonia,EUR,3.2,0.823011399,2021-01-01
1678,Euro area,EUR,4.25,0.823011399,2021-01-01
1679,Finland,EUR,4.87,0.823011399,2021-01-01
1680,France,EUR,4.2,0.823011399,2021-01-01
1681,Britain,GBP,3.29,0.74137228,2021-01-01
1682,Greece,EUR,3.3,0.823011399,2021-01-01
1683,Guatemala,GTQ,25.0,7.8009,2021-01-01
1684,Hong Kong,HKD,20.5,7.75535,2021-01-01
1685,Honduras,HNL,87.0,24.103,2021-01-01
1686,Croatia,HRK,23.0,6.23875,2021-01-01
1687,Hungary,HUF,900.0,297.42395,2021-01-01
1688,Indonesia,IDR,34000.0,14125.0,2021-01-01
1689,India,INR,190.0,73.39,2021-01-01
1690,Ireland,EUR,4.4,0.823011399,2021-01-01
1691,Israel,ILS,17.0,3.179,2021-01-01
1692,Italy,EUR,4.3,0.823011399,2021-01-01
1693,Jordan,JOD,2.3,0.709,2021-01-01
1694,Japan,JPY,390.0,104.295,2021-01-01
1695,South Korea,KRW,4500.0,1097.35,2021-01-01
1696,Kuwait,KWD,1.15,0.3037,2021-01-01
1697,Lebanon,LBP,15500.0,8750.0,2021-01-01
1698,Sri Lanka,LKR,700.0,189.0,2021-01-01
1699,Lithuania,EUR,2.9,0.823011399,2021-01-01
1700,Latvia,EUR,2.85,0.823011399,2021-01-01
1701,Moldova,MDL,50.0,17.225,2021-01-01
1702,Mexico,MXN,54.0,20.11475,2021-01-01
1703,Malaysia,MYR,9.99,4.052,2021-01-01
1704,Nicaragua,NIO,124.0,34.8453,2021-01-01
1705,Netherlands,EUR,4.13,0.823011399,2021-01-01
1706,Norway,NOK,52.0,8.5439,2021-01-01
1707,New Zealand,NZD,6.8,1.395089286,2021-01-01
1708,Oman,OMR,1.1,0.385,2021-01-01
1709,Pakistan,PKR,550.0,160.35,2021-01-01
1710,Peru,PEN,11.9,3.6207,2021-01-01
1711,Philippines,PHP,142.0,48.0925,2021-01-01
1712,Poland,PLN,13.08,3.7226,2021-01-01
1713,Portugal,EUR,3.45,0.823011399,2021-01-01
1714,Qatar,QAR,13.0,3.641,2021-01-01
1715,Romania,RON,9.9,4.0089,2021-01-01
1716,Russia,RUB,135.0,74.63,2021-01-01
1717,Saudi Arabia,SAR,14.0,3.7518,2021-01-01
1718,Singapore,SGD,5.9,1.3308,2021-01-01
1719,Slovakia,EUR,3.7,0.823011399,2021-01-01
1720,Slovenia,EUR,2.5,0.823011399,2021-01-01
1721,Sweden,SEK,52.88,8.29525,2021-01-01
1722,Thailand,THB,128.0,30.13,2021-01-01
1723,Turkey,TRY,14.99,7.4705,2021-01-01
1724,Taiwan,TWD,72.0,27.98,2021-01-01
1725,Ukraine,UAH,62.0,28.14,2021-01-01
1726,Uruguay,UYU,204.0,42.495,2021-01-01
1727,United States,USD,4.89,1.0,2021-01-01
1728,Vietnam,VND,66000.0,23064.0,2021-01-01
1729,South Africa,ZAR,33.5,15.5225,2021-01-01
1730,United Arab Emirates,AED,14.75,3.67315,2021-07-01
1731,Argentina,ARS,380.0,96.33375,2021-07-01
1732,Australia,AUD,6.55,1.366586949,2021-07-01
1733,Austria,EUR,3.92,0.850159405,2021-07-01
1734,Azerbaijan,AZN,3.95,1.699,2021-07-01
1735,Belgium,EUR,4.45,0.850159405,2021-07-01
1736,Bahrain,BHD,1.5,0.377,2021-07-01
1737,Brazil,BRL,22.9,5.24865,2021-07-01
1738,Canada,CAD,6.77,1.2741,2021-07-01
1739,Switzerland,CHF,6.5,0.92275,2021-07-01
1740,Chile,CLP,2990.0,759.285,2021-07-01
1741,China,CNY,22.4,6.4797,2021-07-01
1742,Colombia,COP,12950.0,3842.11,2021-07-01
1743,Costa Rica,CRC,2370.0,617.74,2021-07-01
1744,Czech Republic,CZK,89.0,21.80065,2021-07-01
1745,Germany,EUR,4.45,0.850159405,2021-07-01
1746,Denmark,DKK,30.0,6.3239,2021-07-01
1747,Egypt,EGP,42.5,15.67,2021-07-01
1748,Spain,EUR,4.4,0.850159405,2021-07-01
1749,Estonia,EUR,3.2,0.850159405,2021-07-01
1750,Euro area,EUR,4.29,0.850159405,2021-07-01
1751,Finland,EUR,4.89,0.850159405,2021-07-01
1752,France,EUR,4.3,0.850159405,2021-07-01
1753,Britain,GBP,3.49,0.734672887,2021-07-01
1754,Greece,EUR,3.3,0.850159405,2021-07-01
1755,Guatemala,GTQ,26.0,7.7448,2021-07-01
1756,Hong Kong,HKD,21.0,7.7729,2021-07-01
1757,Honduras,HNL,87.0,23.744,2021-07-01
1758,Croatia,HRK,24.0,6.39805,2021-07-01
1759,Hungary,HUF,908.0,305.64505,2021-07-01
1760,Indonesia,IDR,34000.0,14517.5,2021-07-01
1761,India,INR,190.0,74.615,2021-07-01
1762,Ireland,EUR,4.5,0.850159405,2021-07-01
1763,Israel,ILS,17.0,3.29205,2021-07-01
1764,Italy,EUR,4.3,0.850159405,2021-07-01
1765,Jordan,JOD,2.13,0.709,2021-07-01
1766,Japan,JPY,390.0,109.935,2021-07-01
1767,South Korea,KRW,4600.0,1150.35,2021-07-01
1768,Kuwait,KWD,1.25,0.3008,2021-07-01
1769,Lebanon,LBP,37000.0,22000.0,2021-07-01
1770,Sri Lanka,LKR,700.0,199.5,2021-07-01
1771,Lithuania,EUR,2.9,0.850159405,2021-07-01
1772,Latvia,EUR,2.85,0.850159405,2021-07-01
1773,Moldova,MDL,52.0,17.98,2021-07-01
1774,Mexico,MXN,64.0,20.13525,2021-07-01
1775,Malaysia,MYR,9.99,4.2245,2021-07-01
1776,Nicaragua,NIO,128.0,35.2063,2021-07-01
1777,Netherlands,EUR,4.22,0.850159405,2021-07-01
1778,Norway,NOK,57.0,9.0444,2021-07-01
1779,New Zealand,NZD,6.9,1.448750453,2021-07-01
1780,Oman,OMR,1.15,0.38505,2021-07-01
1781,Pakistan,PKR,580.0,161.1,2021-07-01
1782,Peru,PEN,12.9,3.9511,2021-07-01
1783,Philippines,PHP,142.0,50.35,2021-07-01
1784,Poland,PLN,13.43,3.90685,2021-07-01
1785,Portugal,EUR,3.45,0.850159405,2021-07-01
1786,Qatar,QAR,13.0,3.641,2021-07-01
1787,Romania,RON,10.6,4.1877,2021-07-01
1788,Russia,RUB,135.0,74.53,2021-07-01
1789,Saudi Arabia,SAR,14.0,3.7507,2021-07-01
1790,Singapore,SGD,5.9,1.36825,2021-07-01
1791,Slovakia,EUR,3.7,0.850159405,2021-07-01
1792,Slovenia,EUR,2.6,0.850159405,2021-07-01
1793,Sweden,SEK,54.0,8.7165,2021-07-01
1794,Thailand,THB,128.0,32.81,2021-07-01
1795,Turkey,TRY,19.99,8.55725,2021-07-01
1796,Taiwan,TWD,72.0,28.0475,2021-07-01
1797,Ukraine,UAH,65.0,27.22,2021-07-01
1798,Uruguay,UYU,225.0,44.0,2021-07-01
1799,United States,USD,4.93,1.0,2021-07-01
1800,Venezuela,VES,16020000.0,3613989.071,2021-07-01
1801,Vietnam,VND,69000.0,23028.5,2021-07-01
1802,South Africa,ZAR,33.5,14.6625,2021-07-01
1803,United Arab Emirates,AED,17.0,3.67305,2022-01-01
1804,Argentina,ARS,450.0,105.0165,2022-01-01
1805,Australia,AUD,6.4,1.419345682,2022-01-01
1806,Austria,EUR,3.8,0.89206066,2022-01-01
1807,Azerbaijan,AZN,4.5,1.699,2022-01-01
1808,Belgium,EUR,4.55,0.89206066,2022-01-01
1809,Bahrain,BHD,1.5,0.377,2022-01-01
1810,Brazil,BRL,22.9,5.31,2022-01-01
1811,Canada,CAD,6.77,1.2718,2022-01-01
1812,Switzerland,CHF,6.5,0.93105,2022-01-01
1813,Chile,CLP,3100.0,798.6,2022-01-01
1814,China,CNY,24.4,6.36535,2022-01-01
1815,Colombia,COP,12950.0,3941.995,2022-01-01
1816,Costa Rica,CRC,2650.0,642.585,2022-01-01
1817,Czech Republic,CZK,89.0,21.6802,2022-01-01
1818,Germany,EUR,4.46,0.89206066,2022-01-01
1819,Denmark,DKK,32.0,6.6373,2022-01-01
1820,Egypt,EGP,42.5,15.71,2022-01-01
1821,Spain,EUR,4.58,0.89206066,2022-01-01
1822,Estonia,EUR,3.4,0.89206066,2022-01-01
1823,Euro area,EUR,4.42,0.89206066,2022-01-01
1824,Finland,EUR,4.95,0.89206066,2022-01-01
1825,France,EUR,4.35,0.89206066,2022-01-01
1826,Britain,GBP,3.59,0.745350874,2022-01-01
1827,Greece,EUR,3.4,0.89206066,2022-01-01
1828,Guatemala,GTQ,26.0,7.6898,2022-01-01
1829,Hong Kong,HKD,22.0,7.79755,2022-01-01
1830,Honduras,HNL,89.0,24.61415,2022-01-01
1831,Croatia,HRK,23.67,6.715,2022-01-01
1832,Hungary,HUF,982.0,317.51115,2022-01-01
1833,Indonesia,IDR,34000.0,14382.0,2022-01-01
1834,India,INR,190.0,74.6225,2022-01-01
1835,Ireland,EUR,4.6,0.89206066,2022-01-01
1836,Israel,ILS,17.0,3.17775,2022-01-01
1837,Italy,EUR,4.8,0.89206066,2022-01-01
1838,Jordan,JOD,2.12,0.709,2022-01-01
1839,Japan,JPY,390.0,115.225,2022-01-01
1840,South Korea,KRW,4600.0,1205.5,2022-01-01
1841,Kuwait,KWD,1.25,0.3029,2022-01-01
1842,Lebanon,LBP,70000.0,21500.0,2022-01-01
1843,Sri Lanka,LKR,840.0,202.41,2022-01-01
1844,Lithuania,EUR,2.9,0.89206066,2022-01-01
1845,Latvia,EUR,2.85,0.89206066,2022-01-01
1846,Moldova,MDL,52.0,18.0,2022-01-01
1847,Mexico,MXN,69.0,20.649,2022-01-01
1848,Malaysia,MYR,9.99,4.1855,2022-01-01
1849,Nicaragua,NIO,134.0,35.455,2022-01-01
1850,Netherlands,EUR,4.4,0.89206066,2022-01-01
1851,Norway,NOK,57.0,8.91605,2022-01-01
1852,New Zealand,NZD,7.0,1.52264941,2022-01-01
1853,Oman,OMR,1.15,0.385,2022-01-01
1854,Pakistan,PKR,590.0,176.52,2022-01-01
1855,Peru,PEN,12.9,3.83735,2022-01-01
1856,Philippines,PHP,142.0,50.975,2022-01-01
1857,Poland,PLN,14.08,4.094,2022-01-01
1858,Portugal,EUR,3.45,0.89206066,2022-01-01
1859,Qatar,QAR,13.0,3.641,2022-01-01
1860,Romania,RON,10.6,4.4119,2022-01-01
1861,Russia,RUB,135.0,77.4175,2022-01-01
1862,Saudi Arabia,SAR,15.0,3.7519,2022-01-01
1863,Singapore,SGD,5.9,1.35215,2022-01-01
1864,Slovakia,EUR,3.8,0.89206066,2022-01-01
1865,Slovenia,EUR,2.8,0.89206066,2022-01-01
1866,Sweden,SEK,54.0,9.3341,2022-01-01
1867,Thailand,THB,128.0,33.295,2022-01-01
1868,Turkey,TRY,24.99,13.4155,2022-01-01
1869,Taiwan,TWD,75.0,27.814,2022-01-01
1870,Ukraine,UAH,69.0,28.3673,2022-01-01
1871,Uruguay,UYU,239.0,44.0355,2022-01-01
1872,United States,USD,5.04,1.0,2022-01-01
1873,Venezuela,VES,23.0,4.5435,2022-01-01
1874,Vietnam,VND,69000.0,22650.0,2022-01-01
1875,South Africa,ZAR,39.9,15.47,2022-01-01
1876,United Arab Emirates,AED,18.0,3.67305,2022-07-01
1877,Argentina,ARS,590.0,129.115,2022-07-01
1878,Australia,AUD,6.7,1.44843568945539,2022-07-01
1879,Austria,EUR,4.35,0.975849999999997,2022-07-01
1880,Azerbaijan,AZN,4.7,1.69825,2022-07-01
1881,Belgium,EUR,4.6,0.975849999999997,2022-07-01
1882,Bahrain,BHD,1.6,0.377,2022-07-01
1883,Brazil,BRL,22.9,5.39175,2022-07-01
1884,Canada,CAD,5.88,1.28915,2022-07-01
1885,Switzerland,CHF,6.5,0.96845,2022-07-01
1886,Chile,CLP,3400.0,928.435,2022-07-01
1887,China,CNY,24.0,6.74735,2022-07-01
1888,Colombia,COP,14950.0,4295.1,2022-07-01
1889,Costa Rica,CRC,2650.0,678.105,2022-07-01
1890,Czech Republic,CZK,95.0,23.92,2022-07-01
1891,Germany,EUR,4.58,0.975849999999997,2022-07-01
1892,Egypt,EGP,46.0,18.945,2022-07-01
1893,Spain,EUR,4.58,0.975849999999997,2022-07-01
1894,Estonia,EUR,3.4,0.975849999999997,2022-07-01
1895,Euro area,EUR,4.65,0.975849999999997,2022-07-01
1896,Finland,EUR,5.25,0.975849999999997,2022-07-01
1897,France,EUR,4.7,0.975849999999997,2022-07-01
1898,Britain,GBP,3.69,0.831079999999998,2022-07-01
1899,Greece,EUR,4.0,0.975849999999997,2022-07-01
1900,Guatemala,GTQ,26.0,7.7279,2022-07-01
1901,Hong Kong,HKD,21.0,7.84995,2022-07-01
1902,Honduras,HNL,89.0,24.615,2022-07-01
1903,Croatia,HRK,27.0,7.32845,2022-07-01
1904,Hungary,HUF,1030.0,389.04615,2022-07-01
1905,Indonesia,IDR,35000.0,14977.5,2022-07-01
1906,India,INR,191.0,79.9513,2022-07-01
1907,Ireland,EUR,5.0,0.975849999999997,2022-07-01
1908,Israel,ILS,17.0,3.43745,2022-07-01
1909,Italy,EUR,5.1,0.975849999999997,2022-07-01
1910,Jordan,JOD,2.3,0.71015,2022-07-01
1911,Japan,JPY,390.0,137.865,2022-07-01
1912,South Korea,KRW,4600.0,1313.45,2022-07-01
1913,Kuwait,KWD,1.3,0.3074,2022-07-01
1914,Lebanon,LBP,130000.0,25600.0,2022-07-01
1915,Sri Lanka,LKR,1340.0,360.0,2022-07-01
1916,Lithuania,EUR,3.05,0.975849999999997,2022-07-01
1917,Latvia,EUR,3.0,0.975849999999997,2022-07-01
1918,Moldova,MDL,60.0,19.298,2022-07-01
1919,Mexico,MXN,70.0,20.4125,2022-07-01
1920,Malaysia,MYR,10.9,4.45,2022-07-01
1921,Nicaragua,NIO,139.0,35.89,2022-07-01
1922,Netherlands,EUR,4.5,0.975849999999997,2022-07-01
1923,Norway,NOK,62.0,9.89765,2022-07-01
1924,New Zealand,NZD,7.1,1.60372063186593,2022-07-01
1925,Oman,OMR,1.42,0.385,2022-07-01
1926,Pakistan,PKR,700.0,221.75,2022-07-01
1927,Peru,PEN,13.9,3.89285,2022-07-01
1928,Philippines,PHP,155.0,56.265,2022-07-01
1929,Poland,PLN,16.68,4.64845,2022-07-01
1930,Portugal,EUR,4.0,0.975849999999997,2022-07-01
1931,Qatar,QAR,13.0,3.64175,2022-07-01
1932,Romania,RON,11.0,4.82175,2022-07-01
1933,Saudi Arabia,SAR,17.0,3.755,2022-07-01
1934,Singapore,SGD,5.9,1.3914,2022-07-01
1935,Slovakia,EUR,3.9,0.975849999999997,2022-07-01
1936,Slovenia,EUR,3.2,0.975849999999997,2022-07-01
1937,Sweden,SEK,57.0,10.19785,2022-07-01
1938,Thailand,THB,128.0,36.6125,2022-07-01
1939,Turkey,TRY,47.0,17.565,2022-07-01
1940,Taiwan,TWD,75.0,29.9075,2022-07-01
1941,Uruguay,UYU,255.0,41.91,2022-07-01
1942,United States,USD,5.15,1.0,2022-07-01
1943,Venezuela,VES,10.0,5.6732,2022-07-01
1944,Vietnam,VND,69000.0,23417.0,2022-07-01
1945,South Africa,ZAR,39.9,17.03625,2022-07-01
1946,United Arab Emirates,AED,18.0,3.673,2023-01-01
1947,Argentina,ARS,980.0,184.69875,2023-01-01
1948,Australia,AUD,7.25,1.41854032200865,2023-01-01
1949,Austria,EUR,4.48,0.9195,2023-01-01
1950,Azerbaijan,AZN,4.9,1.7025,2023-01-01
1951,Belgium,EUR,4.6,0.9195,2023-01-01
1952,Bahrain,BHD,1.7,0.377,2023-01-01
1953,Brazil,BRL,22.9,5.1581,2023-01-01
1954,Canada,CAD,6.11,1.33595,2023-01-01
1955,Switzerland,CHF,6.7,0.92315,2023-01-01
1956,Chile,CLP,3800.0,800.425,2023-01-01
1957,China,CNY,24.0,6.78405,2023-01-01
1958,Colombia,COP,18900.0,4545.55,2023-01-01
1959,Costa Rica,CRC,2800.0,564.07,2023-01-01
1960,Czech Republic,CZK,99.0,21.94565,2023-01-01
1961,Germany,EUR,4.76,0.9195,2023-01-01
1962,Denmark,DKK,37.0,6.8401,2023-01-01
1963,Egypt,EGP,55.0,29.845,2023-01-01
1964,Spain,EUR,4.85,0.9195,2023-01-01
1965,Estonia,EUR,3.8,0.9195,2023-01-01
1966,Euro area,EUR,4.81,0.9195,2023-01-01
1967,Finland,EUR,5.35,0.9195,2023-01-01
1968,France,EUR,5.0,0.9195,2023-01-01
1969,Britain,GBP,3.79,0.81205,2023-01-01
1970,Greece,EUR,4.55,0.9195,2023-01-01
1971,Guatemala,GTQ,27.0,7.8438,2023-01-01
1972,Hong Kong,HKD,21.0,7.8307,2023-01-01
1973,Honduras,HNL,100.0,24.7,2023-01-01
1974,Hungary,HUF,1350.0,359.4686,2023-01-01
1975,Indonesia,IDR,35000.0,14887.5,2023-01-01
1976,India,INR,207.0,81.715,2023-01-01
1977,Ireland,EUR,4.9,0.9195,2023-01-01
1978,Israel,ILS,17.0,3.36365,2023-01-01
1979,Italy,EUR,5.2,0.9195,2023-01-01
1980,Jordan,JOD,2.5,0.71005,2023-01-01
1981,Japan,JPY,410.0,130.1,2023-01-01
1982,South Korea,KRW,4900.0,1235.45,2023-01-01
1983,Kuwait,KWD,1.9,0.30535,2023-01-01
1984,Lebanon,LBP,170000.0,38000.0,2023-01-01
1985,Sri Lanka,LKR,1820.0,364.655,2023-01-01
1986,Lithuania,EUR,3.35,0.9195,2023-01-01
1987,Latvia,EUR,3.4,0.9195,2023-01-01
1988,Moldova,MDL,60.0,18.8411,2023-01-01
1989,Mexico,MXN,79.0,18.838,2023-01-01
1990,Malaysia,MYR,12.9,4.2855,2023-01-01
1991,Nicaragua,NIO,154.0,36.45,2023-01-01
1992,Netherlands,EUR,4.88,0.9195,2023-01-01
1993,Norway,NOK,65.0,9.86415,2023-01-01
1994,New Zealand,NZD,7.5,1.53787004998078,2023-01-01
1995,Oman,OMR,1.42,0.385,2023-01-01
1996,Pakistan,PKR,780.0,230.2,2023-01-01
1997,Peru,PEN,13.9,3.8847,2023-01-01
1998,Philippines,PHP,155.0,54.435,2023-01-01
1999,Poland,PLN,17.75,4.3373,2023-01-01
2000,Portugal,EUR,4.4,0.9195,2023-01-01
2001,Qatar,QAR,14.0,3.64175,2023-01-01
2002,Romania,RON,12.3,4.51885,2023-01-01
2003,Saudi Arabia,SAR,19.0,3.7545,2023-01-01
2004,Singapore,SGD,5.9,1.32015,2023-01-01
2005,Slovakia,EUR,4.0,0.9195,2023-01-01
2006,Slovenia,EUR,3.5,0.9195,2023-01-01
2007,Sweden,SEK,57.4,10.2154,2023-01-01
2008,Thailand,THB,128.0,32.8225,2023-01-01
2009,Turkey,TRY,75.0,18.8055,2023-01-01
2010,Taiwan,TWD,75.0,30.369,2023-01-01
2011,Ukraine,UAH,92.0,36.917,2023-01-01
2012,Uruguay,UYU,268.0,39.125,2023-01-01
2013,United States,USD,5.36,1.0,2023-01-01
2014,Venezuela,VES,56.3,20.7081,2023-01-01
2015,Vietnam,VND,72000.0,23450.0,2023-01-01
2016,South Africa,ZAR,49.9,17.21,2023-01-01
2017,United Arab Emirates,AED,18.0,3.67305,2023-07-01
2018,Argentina,ARS,1650.0,275.275,2023-07-01
2019,Australia,AUD,7.45,1.48400979446464,2023-07-01
2020,Austria,EUR,4.81,0.90699,2023-07-01
2021,Azerbaijan,AZN,5.95,1.7025,2023-07-01
2022,Belgium,EUR,4.9,0.90699,2023-07-01
2023,Bahrain,BHD,1.7,0.37695,2023-07-01
2024,Brazil,BRL,22.9,4.75705,2023-07-01
2025,Canada,CAD,7.05,1.31625,2023-07-01
2026,Switzerland,CHF,6.7,0.86685,2023-07-01
2027,Chile,CLP,3900.0,839.505,2023-07-01
